Participant_id,Duration,Group,Test,Test_Score,is_val
348,779,2.0,TEST_S1_P_1,0.0,0
349,1322,2.0,TEST_S1_P_1,95.0,0
350,1300,3.0,TEST_S1_P_1,100.0,0
351,892,3.0,TEST_S1_P_1,100.0,0
355,456,2.0,TEST_S1_P_1,75.0,0
356,714,2.0,TEST_S1_P_1,100.0,0
359,447,3.0,TEST_S1_P_1,50.0,0
362,602,3.0,TEST_S1_P_1,50.0,0
363,737,3.0,TEST_S1_P_1,50.0,0
368,688,3.0,TEST_S1_P_1,67.0,0
370,922,2.0,TEST_S1_P_1,100.0,0
371,451,2.0,TEST_S1_P_1,50.0,0
373,358,3.0,TEST_S1_P_1,50.0,0
376,682,3.0,TEST_S1_P_1,100.0,0
377,1228,2.0,TEST_S1_P_1,100.0,0
379,839,3.0,TEST_S1_P_1,100.0,0
383,454,3.0,TEST_S1_P_1,100.0,0
386,417,3.0,TEST_S1_P_1,100.0,0
387,726,2.0,TEST_S1_P_1,72.0,0
389,505,3.0,TEST_S1_P_1,65.0,0
390,642,3.0,TEST_S1_P_1,50.0,0
392,793,2.0,TEST_S1_P_1,50.0,0
393,584,3.0,TEST_S1_P_1,65.0,0
394,450,2.0,TEST_S1_P_1,100.0,0
396,588,2.0,TEST_S1_P_1,70.0,0
402,1289,2.0,TEST_S1_P_1,100.0,0
403,538,2.0,TEST_S1_P_1,100.0,0
404,1444,3.0,TEST_S1_P_1,50.0,0
405,1885,3.0,TEST_S1_P_1,70.0,0
410,477,2.0,TEST_S1_P_1,50.0,0
415,699,2.0,TEST_S1_P_1,100.0,0
417,495,2.0,TEST_S1_P_1,41.0,0
418,1211,3.0,TEST_S1_P_1,66.0,0
420,1097,2.0,TEST_S1_P_1,66.0,0
421,990,3.0,TEST_S1_P_1,0.0,0
422,735,3.0,TEST_S1_P_1,100.0,0
424,305,3.0,TEST_S1_P_1,93.0,0
425,611,2.0,TEST_S1_P_1,100.0,0
426,652,2.0,TEST_S1_P_1,50.0,0
428,942,3.0,TEST_S1_P_1,77.0,0
433,649,3.0,TEST_S1_P_1,50.0,0
435,473,3.0,TEST_S1_P_1,100.0,0
438,377,2.0,TEST_S1_P_1,100.0,0
442,537,2.0,TEST_S1_P_1,50.0,0
444,846,3.0,TEST_S1_P_1,50.0,0
445,611,3.0,TEST_S1_P_1,50.0,0
447,684,3.0,TEST_S1_P_1,100.0,0
448,674,3.0,TEST_S1_P_1,75.0,0
451,563,3.0,TEST_S1_P_1,100.0,0
453,530,3.0,TEST_S1_P_1,65.0,0
454,673,3.0,TEST_S1_P_1,100.0,0
455,926,3.0,TEST_S1_P_1,50.0,0
457,461,2.0,TEST_S1_P_1,100.0,0
459,495,3.0,TEST_S1_P_1,50.0,0
460,463,3.0,TEST_S1_P_1,91.0,0
461,760,2.0,TEST_S1_P_1,100.0,0
463,593,3.0,TEST_S1_P_1,70.0,0
464,469,2.0,TEST_S1_P_1,60.0,0
466,557,2.0,TEST_S1_P_1,100.0,0
469,526,2.0,TEST_S1_P_1,100.0,0
470,632,2.0,TEST_S1_P_1,100.0,0
472,357,2.0,TEST_S1_P_1,50.0,0
475,2285,2.0,TEST_S1_P_1,100.0,0
479,1265,2.0,TEST_S1_P_1,60.0,0
484,591,3.0,TEST_S1_P_1,100.0,0
488,484,3.0,TEST_S1_P_1,50.0,0
491,569,3.0,TEST_S1_P_1,57.0,0
493,1490,3.0,TEST_S1_P_1,80.0,0
494,458,3.0,TEST_S1_P_1,62.0,0
496,462,3.0,TEST_S1_P_1,85.0,0
497,405,2.0,TEST_S1_P_1,0.0,0
498,340,2.0,TEST_S1_P_1,70.0,0
504,730,3.0,TEST_S1_P_1,53.0,0
507,539,3.0,TEST_S1_P_1,50.0,0
508,381,3.0,TEST_S1_P_1,50.0,0
509,652,3.0,TEST_S1_P_1,100.0,0
510,606,2.0,TEST_S1_P_1,65.0,0
511,638,2.0,TEST_S1_P_1,91.0,0
513,445,2.0,TEST_S1_P_1,29.0,0
515,444,3.0,TEST_S1_P_1,98.0,0
516,552,2.0,TEST_S1_P_1,0.0,0
519,645,2.0,TEST_S1_P_1,50.0,0
521,416,3.0,TEST_S1_P_1,63.0,0
522,785,3.0,TEST_S1_P_1,50.0,0
526,2677,3.0,TEST_S1_P_1,80.0,0
532,818,2.0,TEST_S1_P_1,50.0,0
536,529,2.0,TEST_S1_P_1,50.0,0
538,1064,2.0,TEST_S1_P_1,100.0,0
540,558,2.0,TEST_S1_P_1,100.0,0
542,413,3.0,TEST_S1_P_1,100.0,0
545,384,3.0,TEST_S1_P_1,25.0,0
548,364,2.0,TEST_S1_P_1,100.0,0
550,471,3.0,TEST_S1_P_1,100.0,0
551,928,3.0,TEST_S1_P_1,100.0,0
554,395,3.0,TEST_S1_P_1,49.0,0
558,548,2.0,TEST_S1_P_1,100.0,0
559,1300,2.0,TEST_S1_P_1,50.0,0
562,492,2.0,TEST_S1_P_1,50.0,0
564,409,3.0,TEST_S1_P_1,75.0,0
566,759,2.0,TEST_S1_P_1,100.0,0
567,335,3.0,TEST_S1_P_1,68.0,0
569,643,2.0,TEST_S1_P_1,100.0,0
572,597,3.0,TEST_S1_P_1,93.0,0
573,507,2.0,TEST_S1_P_1,50.0,0
575,1685,2.0,TEST_S1_P_1,50.0,0
577,405,2.0,TEST_S1_P_1,59.0,0
579,407,3.0,TEST_S1_P_1,99.0,0
580,405,3.0,TEST_S1_P_1,100.0,0
581,432,2.0,TEST_S1_P_1,50.0,0
584,627,2.0,TEST_S1_P_1,50.0,0
585,1950,3.0,TEST_S1_P_1,89.0,0
586,1914,3.0,TEST_S1_P_1,100.0,0
588,463,2.0,TEST_S1_P_1,50.0,0
591,1824,3.0,TEST_S1_P_1,50.0,0
595,609,2.0,TEST_S1_P_1,50.0,0
596,468,3.0,TEST_S1_P_1,75.0,0
597,486,2.0,TEST_S1_P_1,50.0,0
601,639,2.0,TEST_S1_P_1,60.0,0
602,485,2.0,TEST_S1_P_1,100.0,0
606,752,3.0,TEST_S1_P_1,50.0,0
607,561,2.0,TEST_S1_P_1,100.0,0
608,2240,3.0,TEST_S1_P_1,70.0,0
609,471,3.0,TEST_S1_P_1,71.0,0
610,340,2.0,TEST_S1_P_1,63.0,0
611,455,2.0,TEST_S1_P_1,50.0,0
612,423,3.0,TEST_S1_P_1,60.0,0
614,451,3.0,TEST_S1_P_1,100.0,0
617,435,2.0,TEST_S1_P_1,0.0,0
620,1262,2.0,TEST_S1_P_1,100.0,0
621,955,2.0,TEST_S1_P_1,50.0,0
623,363,2.0,TEST_S1_P_1,100.0,0
625,659,2.0,TEST_S1_P_1,100.0,0
626,390,2.0,TEST_S1_P_1,50.0,0
628,474,2.0,TEST_S1_P_1,50.0,0
629,1729,3.0,TEST_S1_P_1,46.0,0
634,418,2.0,TEST_S1_P_1,50.0,0
635,563,2.0,TEST_S1_P_1,50.0,0
636,466,3.0,TEST_S1_P_1,55.0,0
637,633,2.0,TEST_S1_P_1,26.0,0
639,388,2.0,TEST_S1_P_1,100.0,0
640,632,2.0,TEST_S1_P_1,50.0,0
641,779,2.0,TEST_S1_P_1,50.0,0
644,647,3.0,TEST_S1_P_1,100.0,0
645,414,2.0,TEST_S1_P_1,100.0,0
647,595,2.0,TEST_S1_P_1,79.0,0
649,1051,2.0,TEST_S1_P_1,100.0,0
650,356,2.0,TEST_S1_P_1,50.0,0
653,1165,3.0,TEST_S1_P_1,75.0,0
655,620,3.0,TEST_S1_P_1,50.0,0
657,484,2.0,TEST_S1_P_1,50.0,0
658,598,3.0,TEST_S1_P_1,100.0,0
659,1248,2.0,TEST_S1_P_1,100.0,0
660,880,2.0,TEST_S1_P_1,100.0,0
662,591,2.0,TEST_S1_P_1,24.0,0
664,477,2.0,TEST_S1_P_1,50.0,0
665,661,3.0,TEST_S1_P_1,98.0,0
668,453,3.0,TEST_S1_P_1,50.0,0
669,563,2.0,TEST_S1_P_1,50.0,0
672,360,2.0,TEST_S1_P_1,50.0,0
673,442,3.0,TEST_S1_P_1,50.0,0
676,492,2.0,TEST_S1_P_1,71.0,0
677,578,2.0,TEST_S1_P_1,83.0,0
678,450,3.0,TEST_S1_P_1,100.0,0
681,778,2.0,TEST_S1_P_1,67.0,0
683,374,2.0,TEST_S1_P_1,50.0,0
687,1056,2.0,TEST_S1_P_1,100.0,0
692,532,2.0,TEST_S1_P_1,50.0,0
696,347,2.0,TEST_S1_P_1,50.0,0
698,358,3.0,TEST_S1_P_1,50.0,0
700,503,2.0,TEST_S1_P_1,71.0,0
702,524,3.0,TEST_S1_P_1,66.0,0
705,933,3.0,TEST_S1_P_1,50.0,0
706,671,2.0,TEST_S1_P_1,100.0,0
707,554,3.0,TEST_S1_P_1,100.0,0
708,609,3.0,TEST_S1_P_1,100.0,0
710,1259,3.0,TEST_S1_P_1,75.0,0
713,448,2.0,TEST_S1_P_1,100.0,0
714,580,3.0,TEST_S1_P_1,75.0,0
716,728,2.0,TEST_S1_P_1,50.0,0
722,508,3.0,TEST_S1_P_1,0.0,0
726,384,2.0,TEST_S1_P_1,71.0,0
727,577,3.0,TEST_S1_P_1,80.0,0
730,3065,2.0,TEST_S1_P_1,0.0,0
731,584,3.0,TEST_S1_P_1,70.0,0
735,1037,2.0,TEST_S1_P_1,74.0,0
736,493,3.0,TEST_S1_P_1,100.0,0
737,438,3.0,TEST_S1_P_1,100.0,0
740,789,2.0,TEST_S1_P_1,100.0,0
742,483,3.0,TEST_S1_P_1,50.0,0
745,483,2.0,TEST_S1_P_1,50.0,0
746,471,2.0,TEST_S1_P_1,100.0,0
747,635,2.0,TEST_S1_P_1,50.0,0
748,1364,2.0,TEST_S1_P_1,50.0,0
750,502,2.0,TEST_S1_P_1,50.0,0
751,899,2.0,TEST_S1_P_1,100.0,0
752,400,3.0,TEST_S1_P_1,71.0,0
754,845,3.0,TEST_S1_P_1,75.0,0
755,516,3.0,TEST_S1_P_1,100.0,0
757,394,2.0,TEST_S1_P_1,100.0,0
758,994,2.0,TEST_S1_P_1,50.0,0
761,695,3.0,TEST_S1_P_1,50.0,0
762,436,3.0,TEST_S1_P_1,50.0,0
763,594,3.0,TEST_S1_P_1,80.0,0
764,607,3.0,TEST_S1_P_1,92.0,0
765,553,2.0,TEST_S1_P_1,50.0,0
766,1124,3.0,TEST_S1_P_1,100.0,0
767,371,2.0,TEST_S1_P_1,100.0,0
773,372,3.0,TEST_S1_P_1,50.0,0
776,493,3.0,TEST_S1_P_1,80.0,0
777,518,3.0,TEST_S1_P_1,50.0,0
779,641,3.0,TEST_S1_P_1,50.0,0
780,490,2.0,TEST_S1_P_1,100.0,0
785,596,3.0,TEST_S1_P_1,50.0,0
786,803,3.0,TEST_S1_P_1,50.0,0
789,2572,3.0,TEST_S1_P_1,73.0,0
794,510,2.0,TEST_S1_P_1,90.0,0
795,567,2.0,TEST_S1_P_1,100.0,0
796,620,3.0,TEST_S1_P_1,50.0,0
797,466,2.0,TEST_S1_P_1,50.0,0
799,632,2.0,TEST_S1_P_1,50.0,0
803,636,2.0,TEST_S1_P_1,50.0,0
807,552,3.0,TEST_S1_P_1,50.0,0
808,441,2.0,TEST_S1_P_1,100.0,0
809,504,2.0,TEST_S1_P_1,100.0,0
810,538,2.0,TEST_S1_P_1,60.0,0
818,489,2.0,TEST_S1_P_1,51.0,0
819,683,3.0,TEST_S1_P_1,50.0,0
820,550,2.0,TEST_S1_P_1,100.0,0
822,2616,2.0,TEST_S1_P_1,100.0,0
825,571,2.0,TEST_S1_P_1,50.0,0
827,373,3.0,TEST_S1_P_1,50.0,0
829,595,2.0,TEST_S1_P_1,100.0,0
830,556,2.0,TEST_S1_P_1,50.0,0
831,469,3.0,TEST_S1_P_1,50.0,0
833,434,2.0,TEST_S1_P_1,100.0,0
834,495,2.0,TEST_S1_P_1,100.0,0
835,513,2.0,TEST_S1_P_1,100.0,0
838,961,3.0,TEST_S1_P_1,50.0,0
839,675,2.0,TEST_S1_P_1,50.0,0
841,772,3.0,TEST_S1_P_1,100.0,0
844,458,2.0,TEST_S1_P_1,50.0,0
847,464,3.0,TEST_S1_P_1,93.0,0
848,401,2.0,TEST_S1_P_1,76.0,0
853,741,3.0,TEST_S1_P_1,50.0,0
855,479,3.0,TEST_S1_P_1,50.0,0
856,419,2.0,TEST_S1_P_1,100.0,0
858,621,3.0,TEST_S1_P_1,100.0,0
859,1398,2.0,TEST_S1_P_1,100.0,0
865,482,2.0,TEST_S1_P_1,50.0,0
866,1564,3.0,TEST_S1_P_1,50.0,0
869,1236,3.0,TEST_S1_P_1,50.0,0
870,723,2.0,TEST_S1_P_1,50.0,0
871,390,2.0,TEST_S1_P_1,100.0,0
873,485,3.0,TEST_S1_P_1,50.0,0
874,514,3.0,TEST_S1_P_1,25.0,0
879,421,2.0,TEST_S1_P_1,50.0,0
880,929,2.0,TEST_S1_P_1,50.0,0
881,820,3.0,TEST_S1_P_1,100.0,0
882,550,2.0,TEST_S1_P_1,100.0,0
883,613,2.0,TEST_S1_P_1,50.0,0
884,817,2.0,TEST_S1_P_1,100.0,0
885,376,2.0,TEST_S1_P_1,50.0,0
886,526,3.0,TEST_S1_P_1,100.0,0
887,1009,3.0,TEST_S1_P_1,75.0,0
888,1029,2.0,TEST_S1_P_1,100.0,0
890,423,3.0,TEST_S1_P_1,50.0,0
892,622,3.0,TEST_S1_P_1,50.0,0
893,572,3.0,TEST_S1_P_1,79.0,0
899,633,2.0,TEST_S1_P_1,67.0,0
901,492,3.0,TEST_S1_P_1,100.0,0
902,1670,2.0,TEST_S1_P_1,50.0,0
903,1205,2.0,TEST_S1_P_1,100.0,0
904,310,3.0,TEST_S1_P_1,41.0,0
905,917,3.0,TEST_S1_P_1,50.0,0
906,474,2.0,TEST_S1_P_1,100.0,0
908,485,2.0,TEST_S1_P_1,60.0,0
909,1263,2.0,TEST_S1_P_1,100.0,0
910,465,2.0,TEST_S1_P_1,50.0,0
912,529,2.0,TEST_S1_P_1,27.0,0
913,477,2.0,TEST_S1_P_1,60.0,0
914,754,3.0,TEST_S1_P_1,100.0,0
915,396,3.0,TEST_S1_P_1,50.0,0
916,685,2.0,TEST_S1_P_1,50.0,0
920,674,2.0,TEST_S1_P_1,99.0,0
921,1299,2.0,TEST_S1_P_1,50.0,0
922,612,2.0,TEST_S1_P_1,50.0,0
924,571,2.0,TEST_S1_P_1,50.0,0
929,713,2.0,TEST_S1_P_1,100.0,0
934,842,3.0,TEST_S1_P_1,50.0,0
935,956,2.0,TEST_S1_P_1,60.0,0
936,639,2.0,TEST_S1_P_1,50.0,0
940,629,3.0,TEST_S1_P_1,50.0,0
942,480,2.0,TEST_S1_P_1,80.0,0
944,581,2.0,TEST_S1_P_1,60.0,0
946,331,2.0,TEST_S1_P_1,100.0,0
950,872,3.0,TEST_S1_P_1,93.0,0
951,463,2.0,TEST_S1_P_1,50.0,0
954,350,3.0,TEST_S1_P_1,80.0,0
955,975,3.0,TEST_S1_P_1,50.0,0
958,603,3.0,TEST_S1_P_1,80.0,0
960,388,2.0,TEST_S1_P_1,50.0,0
962,448,2.0,TEST_S1_P_1,50.0,0
963,932,3.0,TEST_S1_P_1,66.0,0
964,345,3.0,TEST_S1_P_1,100.0,0
965,699,2.0,TEST_S1_P_1,100.0,0
966,372,3.0,TEST_S1_P_1,70.0,0
968,445,3.0,TEST_S1_P_1,62.0,0
971,409,3.0,TEST_S1_P_1,50.0,0
972,545,2.0,TEST_S1_P_1,50.0,0
973,498,2.0,TEST_S1_P_1,100.0,0
975,906,2.0,TEST_S1_P_1,50.0,0
977,1584,2.0,TEST_S1_P_1,100.0,0
980,583,3.0,TEST_S1_P_1,81.0,0
986,602,3.0,TEST_S1_P_1,100.0,0
987,1223,2.0,TEST_S1_P_1,100.0,0
988,608,2.0,TEST_S1_P_1,50.0,0
989,323,2.0,TEST_S1_P_1,66.0,0
990,502,3.0,TEST_S1_P_1,90.0,0
994,1017,2.0,TEST_S1_P_1,66.0,0
996,597,2.0,TEST_S1_P_1,50.0,0
997,1246,3.0,TEST_S1_P_1,50.0,0
1003,491,3.0,TEST_S1_P_1,80.0,0
1004,443,2.0,TEST_S1_P_1,57.0,0
1005,528,3.0,TEST_S1_P_1,50.0,0
1006,846,3.0,TEST_S1_P_1,82.0,0
1010,1021,3.0,TEST_S1_P_1,75.0,0
1012,488,3.0,TEST_S1_P_1,50.0,0
1014,499,2.0,TEST_S1_P_1,97.0,0
1015,744,2.0,TEST_S1_P_1,100.0,0
1024,557,2.0,TEST_S1_P_1,50.0,0
1025,555,2.0,TEST_S1_P_1,50.0,0
1026,763,2.0,TEST_S1_P_1,74.0,0
1028,459,3.0,TEST_S1_P_1,100.0,0
1029,575,3.0,TEST_S1_P_1,100.0,0
1030,390,2.0,TEST_S1_P_1,50.0,0
1032,513,2.0,TEST_S1_P_1,50.0,0
1034,381,2.0,TEST_S1_P_1,50.0,0
1035,461,2.0,TEST_S1_P_1,75.0,0
1036,535,2.0,TEST_S1_P_1,30.0,0
1038,345,3.0,TEST_S1_P_1,50.0,0
1039,617,3.0,TEST_S1_P_1,100.0,0
1040,443,2.0,TEST_S1_P_1,100.0,0
1041,1140,2.0,TEST_S1_P_1,50.0,0
1045,985,2.0,TEST_S1_P_1,50.0,0
1046,409,2.0,TEST_S1_P_1,50.0,0
1050,370,2.0,TEST_S1_P_1,68.0,0
1051,724,3.0,TEST_S1_P_1,50.0,0
1054,2542,2.0,TEST_S1_P_1,75.0,0
1056,879,2.0,TEST_S1_P_1,30.0,0
1057,546,2.0,TEST_S1_P_1,100.0,0
1058,497,2.0,TEST_S1_P_1,50.0,0
1062,499,2.0,TEST_S1_P_1,78.0,0
1065,479,3.0,TEST_S1_P_1,51.0,0
1069,892,3.0,TEST_S1_P_1,75.0,0
1071,1028,3.0,TEST_S1_P_1,50.0,0
1072,550,3.0,TEST_S1_P_1,98.0,0
1073,713,3.0,TEST_S1_P_1,67.0,0
1075,646,3.0,TEST_S1_P_1,25.0,0
1077,511,2.0,TEST_S1_P_1,50.0,0
1078,678,3.0,TEST_S1_P_1,50.0,0
1079,562,3.0,TEST_S1_P_1,50.0,0
1083,508,2.0,TEST_S1_P_1,82.0,0
1085,409,2.0,TEST_S1_P_1,100.0,0
1088,890,3.0,TEST_S1_P_1,50.0,0
1089,1108,3.0,TEST_S1_P_1,100.0,0
1092,3218,3.0,TEST_S1_P_1,50.0,0
1093,978,2.0,TEST_S1_P_1,20.0,0
1094,672,3.0,TEST_S1_P_1,76.0,0
1097,1121,2.0,TEST_S1_P_1,70.0,0
1098,644,2.0,TEST_S1_P_1,50.0,0
1101,745,2.0,TEST_S1_P_1,50.0,0
1102,530,3.0,TEST_S1_P_1,50.0,0
1104,426,3.0,TEST_S1_P_1,50.0,0
1107,387,3.0,TEST_S1_P_1,100.0,0
1110,570,3.0,TEST_S1_P_1,100.0,0
1112,839,3.0,TEST_S1_P_1,80.0,0
1113,458,2.0,TEST_S1_P_1,100.0,0
1115,605,3.0,TEST_S1_P_1,60.0,0
1118,496,2.0,TEST_S1_P_1,100.0,0
1119,437,2.0,TEST_S1_P_1,100.0,0
1121,496,2.0,TEST_S1_P_1,50.0,0
1125,551,3.0,TEST_S1_P_1,95.0,0
1126,2804,2.0,TEST_S1_P_1,50.0,0
1127,556,3.0,TEST_S1_P_1,65.0,0
1130,992,2.0,TEST_S1_P_1,50.0,0
1134,820,3.0,TEST_S1_P_1,75.0,0
1136,404,3.0,TEST_S1_P_1,100.0,0
1137,524,2.0,TEST_S1_P_1,100.0,0
1138,416,3.0,TEST_S1_P_1,51.0,0
1140,528,2.0,TEST_S1_P_1,99.0,0
1141,455,3.0,TEST_S1_P_1,88.0,0
1145,798,3.0,TEST_S1_P_1,100.0,0
1146,1188,2.0,TEST_S1_P_1,100.0,0
1147,935,2.0,TEST_S1_P_1,50.0,0
1148,857,3.0,TEST_S1_P_1,71.0,0
1149,736,3.0,TEST_S1_P_1,58.0,0
1150,413,2.0,TEST_S1_P_1,63.0,0
1151,432,2.0,TEST_S1_P_1,100.0,0
1153,607,3.0,TEST_S1_P_1,50.0,0
1154,598,3.0,TEST_S1_P_1,60.0,0
1155,1096,2.0,TEST_S1_P_1,0.0,0
1161,826,2.0,TEST_S1_P_1,100.0,0
1162,436,2.0,TEST_S1_P_1,100.0,0
1165,1479,2.0,TEST_S1_P_1,66.0,0
1167,804,3.0,TEST_S1_P_1,60.0,0
1168,663,3.0,TEST_S1_P_1,75.0,0
1169,596,2.0,TEST_S1_P_1,60.0,0
1170,371,2.0,TEST_S1_P_1,50.0,0
1173,622,3.0,TEST_S1_P_1,50.0,0
1174,473,3.0,TEST_S1_P_1,100.0,0
1175,862,2.0,TEST_S1_P_1,30.0,0
1176,369,3.0,TEST_S1_P_1,100.0,0
1180,670,3.0,TEST_S1_P_1,68.0,0
1182,2101,3.0,TEST_S1_P_1,60.0,0
1183,471,2.0,TEST_S1_P_1,100.0,0
1185,917,3.0,TEST_S1_P_1,50.0,0
1186,600,3.0,TEST_S1_P_1,90.0,0
1187,423,2.0,TEST_S1_P_1,50.0,0
1188,592,2.0,TEST_S1_P_1,100.0,0
1191,590,2.0,TEST_S1_P_1,61.0,0
1192,647,3.0,TEST_S1_P_1,100.0,0
1194,542,3.0,TEST_S1_P_1,100.0,0
1196,654,2.0,TEST_S1_P_1,96.0,0
1199,545,2.0,TEST_S1_P_1,50.0,0
1200,545,2.0,TEST_S1_P_1,100.0,0
1201,591,2.0,TEST_S1_P_1,50.0,0
1203,1088,3.0,TEST_S1_P_1,75.0,0
1204,441,2.0,TEST_S1_P_1,100.0,0
1209,1608,2.0,TEST_S1_P_1,100.0,0
1210,892,2.0,TEST_S1_P_1,100.0,0
1212,879,2.0,TEST_S1_P_1,60.0,0
1213,479,3.0,TEST_S1_P_1,7.0,0
1219,551,3.0,TEST_S1_P_1,50.0,0
1221,414,2.0,TEST_S1_P_1,50.0,0
1222,680,2.0,TEST_S1_P_1,100.0,0
1223,664,2.0,TEST_S1_P_1,50.0,0
1224,632,2.0,TEST_S1_P_1,30.0,0
1227,408,2.0,TEST_S1_P_1,100.0,0
1229,845,2.0,TEST_S1_P_1,50.0,0
1230,519,3.0,TEST_S1_P_1,81.0,0
1232,400,2.0,TEST_S1_P_1,81.0,0
1234,701,3.0,TEST_S1_P_1,50.0,0
1238,807,3.0,TEST_S1_P_1,57.0,0
1239,967,3.0,TEST_S1_P_1,50.0,0
1244,790,2.0,TEST_S1_P_1,75.0,0
1247,412,3.0,TEST_S1_P_1,70.0,0
1248,818,2.0,TEST_S1_P_1,100.0,0
1249,385,3.0,TEST_S1_P_1,50.0,0
1251,397,3.0,TEST_S1_P_1,50.0,0
1252,525,3.0,TEST_S1_P_1,75.0,0
1253,772,3.0,TEST_S1_P_1,50.0,0
1254,985,3.0,TEST_S1_P_1,50.0,0
1255,362,2.0,TEST_S1_P_1,70.0,0
1257,393,2.0,TEST_S1_P_1,50.0,0
1258,2131,3.0,TEST_S1_P_1,80.0,0
1259,574,2.0,TEST_S1_P_1,50.0,0
1262,807,2.0,TEST_S1_P_1,35.0,0
1267,674,3.0,TEST_S1_P_1,100.0,0
1268,494,3.0,TEST_S1_P_1,70.0,0
1273,572,3.0,TEST_S1_P_1,50.0,0
1274,1446,2.0,TEST_S1_P_1,100.0,0
1,283,1.0,TEST_S2_P_1,50.0,0
6,342,1.0,TEST_S2_P_1,100.0,0
7,337,1.0,TEST_S2_P_1,13.0,0
11,401,1.0,TEST_S2_P_1,50.0,0
12,383,1.0,TEST_S2_P_1,50.0,0
14,428,1.0,TEST_S2_P_1,50.0,0
16,455,1.0,TEST_S2_P_1,50.0,0
17,423,1.0,TEST_S2_P_1,50.0,0
19,470,1.0,TEST_S2_P_1,50.0,0
20,445,1.0,TEST_S2_P_1,50.0,0
21,371,1.0,TEST_S2_P_1,50.0,0
22,429,1.0,TEST_S2_P_1,50.0,0
25,460,1.0,TEST_S2_P_1,100.0,0
26,434,1.0,TEST_S2_P_1,0.0,0
30,494,1.0,TEST_S2_P_1,72.0,0
33,395,1.0,TEST_S2_P_1,100.0,0
34,461,1.0,TEST_S2_P_1,90.0,0
40,521,1.0,TEST_S2_P_1,50.0,0
45,445,1.0,TEST_S2_P_1,80.0,0
47,524,1.0,TEST_S2_P_1,50.0,0
50,538,1.0,TEST_S2_P_1,66.0,0
58,317,1.0,TEST_S2_P_1,50.0,0
59,606,1.0,TEST_S2_P_1,100.0,0
63,531,1.0,TEST_S2_P_1,76.0,0
72,647,1.0,TEST_S2_P_1,100.0,0
74,560,1.0,TEST_S2_P_1,50.0,0
93,619,1.0,TEST_S2_P_1,55.0,0
95,616,1.0,TEST_S2_P_1,50.0,0
98,566,1.0,TEST_S2_P_1,71.0,0
99,464,1.0,TEST_S2_P_1,50.0,0
100,504,1.0,TEST_S2_P_1,61.0,0
103,453,1.0,TEST_S2_P_1,18.0,0
104,388,1.0,TEST_S2_P_1,50.0,0
106,514,1.0,TEST_S2_P_1,100.0,0
110,479,1.0,TEST_S2_P_1,13.0,0
111,603,1.0,TEST_S2_P_1,60.0,0
113,393,1.0,TEST_S2_P_1,100.0,0
116,570,1.0,TEST_S2_P_1,50.0,0
119,401,1.0,TEST_S2_P_1,50.0,0
125,801,1.0,TEST_S2_P_1,100.0,0
137,528,1.0,TEST_S2_P_1,50.0,0
140,540,1.0,TEST_S2_P_1,100.0,0
141,460,1.0,TEST_S2_P_1,72.0,0
149,483,1.0,TEST_S2_P_1,50.0,0
152,597,1.0,TEST_S2_P_1,100.0,0
154,883,1.0,TEST_S2_P_1,97.0,0
158,604,1.0,TEST_S2_P_1,48.0,0
159,425,1.0,TEST_S2_P_1,50.0,0
160,781,1.0,TEST_S2_P_1,63.0,0
162,624,1.0,TEST_S2_P_1,99.0,0
163,514,1.0,TEST_S2_P_1,92.0,0
173,816,1.0,TEST_S2_P_1,50.0,0
175,982,1.0,TEST_S2_P_1,91.0,0
176,888,1.0,TEST_S2_P_1,50.0,0
182,983,1.0,TEST_S2_P_1,0.0,0
183,583,1.0,TEST_S2_P_1,100.0,0
184,815,1.0,TEST_S2_P_1,50.0,0
191,886,1.0,TEST_S2_P_1,66.0,0
197,1048,1.0,TEST_S2_P_1,100.0,0
198,382,1.0,TEST_S2_P_1,50.0,0
205,349,1.0,TEST_S2_P_1,50.0,0
207,971,1.0,TEST_S2_P_1,60.0,0
214,500,1.0,TEST_S2_P_1,54.0,0
217,543,1.0,TEST_S2_P_1,90.0,0
219,1061,1.0,TEST_S2_P_1,50.0,0
223,596,1.0,TEST_S2_P_1,45.0,0
228,1008,1.0,TEST_S2_P_1,62.0,0
230,364,1.0,TEST_S2_P_1,100.0,0
236,873,1.0,TEST_S2_P_1,75.0,0
237,859,1.0,TEST_S2_P_1,50.0,0
238,652,1.0,TEST_S2_P_1,90.0,0
246,690,1.0,TEST_S2_P_1,50.0,0
247,447,1.0,TEST_S2_P_1,92.0,0
248,890,1.0,TEST_S2_P_1,50.0,0
249,656,1.0,TEST_S2_P_1,75.0,0
251,682,1.0,TEST_S2_P_1,96.0,0
255,404,1.0,TEST_S2_P_1,50.0,0
260,646,1.0,TEST_S2_P_1,60.0,0
262,643,1.0,TEST_S2_P_1,50.0,0
267,1157,1.0,TEST_S2_P_1,100.0,0
270,918,1.0,TEST_S2_P_1,100.0,0
280,591,1.0,TEST_S2_P_1,72.0,0
283,1315,1.0,TEST_S2_P_1,100.0,0
284,427,1.0,TEST_S2_P_1,50.0,0
285,857,1.0,TEST_S2_P_1,100.0,0
287,842,1.0,TEST_S2_P_1,50.0,0
291,516,1.0,TEST_S2_P_1,50.0,0
292,348,1.0,TEST_S2_P_1,50.0,0
304,472,1.0,TEST_S2_P_1,100.0,0
